"","Name","pitch_type","p_throws","hitter","Pitches","Speed","Spin Rate","X Movement","Z Movement","Whiff Prop","Strike Prop","Barrel Prop"
"36","Charlie Morton","CU","R","R",463,81.314686825054,3065.58658008658,1.28546436285097,-0.777775377969762,0.170626349892008,0.384449244060475,0.0151187904967603
"37","Charlie Morton","FC","R","R",192,88.4447916666667,2552.84816753927,0.152291666666667,0.414322916666667,0.119791666666667,0.395833333333333,0.0260416666666667
"38","Charlie Morton","FF","R","L",583,94.9171526586621,2364.56357388316,-0.907564322469983,1.04051457975986,0.0634648370497428,0.216123499142367,0.0222984562607204
"39","Charlie Morton","FF","R","R",394,94.8906091370558,2384.80612244898,-0.8551269035533,1.04309644670051,0.104060913705584,0.286802030456853,0.0101522842639594
"40","Charlie Morton","SI","R","R",274,94.6664233576642,2185.67153284672,-1.41981751824818,0.417664233576642,0.0255474452554744,0.248175182481752,0.0145985401459854
"41","Max Scherzer","CH","R","L",169,84.0248520710059,1402.62721893491,-1.23852071005917,0.313431952662722,0.0710059171597633,0.183431952662722,0.0118343195266272
"42","Max Scherzer","CH","R","R",103,84.168932038835,1392.80582524272,-1.25388349514563,0.328252427184466,0.155339805825243,0.213592233009709,0.00970873786407767
"43","Max Scherzer","CU","R","L",153,75.0450980392157,2769.1568627451,1.37477124183007,-0.763006535947712,0.0326797385620915,0.38562091503268,0.00653594771241831
"44","Max Scherzer","FC","R","L",198,89.1792929292929,2390.81818181818,0.0261616161616162,0.691919191919192,0.176767676767677,0.313131313131313,0.0101010101010101
"45","Max Scherzer","FF","R","L",483,93.9797101449275,2383.5983436853,-0.939026915113872,1.35467908902692,0.107660455486542,0.31055900621118,0.0186335403726708
"46","Max Scherzer","FF","R","R",500,94.0482,2389.554,-0.90762,1.3469,0.0980000000000001,0.31,0.022
"47","Max Scherzer","SL","R","R",496,84.9048387096774,2301.62903225806,0.263508064516129,0.27429435483871,0.254032258064516,0.401209677419355,0.00604838709677417
"48","Johnny Cueto","CH","R","L",304,82.4467105263158,1320.42763157895,-1.03440789473684,0.355526315789474,0.0888157894736842,0.18421052631579,0.0131578947368421
